# HR   HD     Vmag  B-V   SpType            
  8204 204075 3.74  1.0   G4Ib              
  8205 204121 6.13  0.44  F5V               
  8206 204131 6.58  -0.03 B9pSi:Cr:Sr:      
  8207 204139 5.78  1.44  K5III             
  8208 204153 5.6   0.32  F0V               
  8209 204172 5.94  -0.08 B0Ib              
  8210 204188 6.07  0.22  A8m               
  8211 204228 6.39  1.14  K2IIICNIb         
  8212 204363 6.61  0.49  F3V               
  8213 204381 4.51  0.91  G5III             
  8214 204394 6.5   0.03  A0                
  8215 204403 5.31  -0.14 B3V               
  8216 204411 5.31  0.07  A6pCrEu:          
  8217 204414 5.41  0.04  A1V               
  8218 204428 6.03  -0.12 B6V               
  8219 204445 6.4   1.64  M1                
  8220 204485 5.8   0.32  F0V               
  8221 204560 6.44  1.39  K5                
  8222 204577 6.57  0.41  F0V               
  8223 204585 5.93  1.53  M4.5III-IIIa      
  8224 204599 6.1   1.75  M3IIIaBa0.2       
  8225 204724 4.57  1.62  M1+III            
  8226 204754 6.12  0.14  B8III             
  8227 204770 5.44  -0.11 B7V               
  8228 204771 5.24  0.97  K0-III            
  8229 204783 5.29  1.1   K0III             
  8230 204854 5.97  0.05  A2IV              
  8231 204862 6.08  -0.05 B9.5V             
  8232 204867 2.91  0.83  G0Ib              
  8233 204873 6.41  1.48  K4III             
  8234 204904 6.18  0.46  F4IV              
  8235 204943 6.43  0.2   A7V               
  8236 204960 5.57  1.04  K1III             
  8237 204965 6.02  0.08  A2Vp              
  8238 205021 3.23  -0.22 B1IV              
  8239 205072 5.97  0.92  gG6               
  8240 205087 6.7   -0.09 B9pSiSrCr         
  8241 205096 6.32  1.09  K1IIICNII         
  8242 205114 6.16  0.9   G2Ib+B9V          
  8243 205139 5.53  0.12  B1II              
  8244 205265 6.41  -0.11 B8III             
  8245 205289 5.69  0.4   F1V               
  8246 205314 5.75  -0.03 A0V               
  8247 205342 6.4   1.1   gG7               
  8248 205349 6.25  1.81  K1Ib              
  8249 205417 6.2   0.03  A0-1IV            
  8250 205420 6.47  0.51  F7V               
  8251 205423 5.77  1.11  gG9               
  8252 205435 4.02  0.89  G8IIIFe-0.5       
  8253 205471 5.73  0.22  A7/8IV            
  8254 205478 3.76  1.0   K0III             
  8255 205512 4.9   1.08  K0.5III           
  8256 205529 6.11  0.22  A7Vn              
  8257 205539 6.31  0.35  F0IV              
  8258 205541 6.11  ""    A4V               
  8259 205551 6.15  0.02  B9IIIe            
  8260 205637 4.68  -0.17 B2.5Vpe           
  8261 205688 6.36  ""    G8III-IV          
  8262 205730 5.53  1.58  M5IIIae           
  8263 205765 6.25  0.06  A2V               
  8264 205767 4.69  0.17  A7V               
  8265 205811 6.18  0.02  A2V               
  8266 205835 5.01  0.18  A5V               
  8267 205852 5.45  0.3   F1IV              
  8268 205872 6.28  0.92  G8IV              
  8269 205877 6.21  0.6   F7III             
  8270 205924 5.67  0.25  A9IV-Vn           
  8271 205935 6.33  1.06  K0II-III          
  8272 205939 6.2   0.19  A7III             
  8273 206005 6.08  1.03  K0                
  8274 206027 6.16  1.02  G9III             
  8275 206040 6.15  0.99  K1III             
  8276 206043 5.85  0.32  F2V               
  8277 206067 5.1   1.04  K0III             
  8278 206088 3.68  0.32  F0p               
  8279 206165 4.73  0.3   B2Ib              
  8280 206240 5.29  0.75  G8-K0III          
  8281 206267 5.62  0.21  O6.5V((f))        
  8282 206291 6.49  1.19  K0                
  8283 206301 5.18  0.65  G1V+G0V           
  8284 206330 5.11  1.6   M1IIIab           
  8285 206356 5.24  0.95  G9III             
  8286 206399 6.01  -0.1  B8IV              
  8287 206445 5.67  1.44  K2III             
  8288 206453 4.73  0.88  G8III             
  8289 206487 5.3   1.64  M2IIIab           
  8290 206509 6.2   1.16  K0III             
  8291 206538 6.11  0.07  A2V               
  8292 206540 6.09  -0.11 B5IV              
  8293 206546 6.22  0.27  A3m               
  8294 206553 6.57  0.28  F0IV-V            
  8295 206561 5.88  0.25  F0IV              
  8296 0      ""    ""    ""                
  8297 206570 6.07  2.52  C6.3              
  8298 206632 6.17  1.55  M4III:            
  8299 206642 6.3   1.12  G5III             
  8300 206644 5.69  0.01  A0V               
  8301 206672 4.67  -0.12 B3IV              
  8302 206677 5.99  0.21  F0V               
  8303 206690 6.45  1.15  K1III             
  8304 206731 6.09  1.0   G8II              
  8305 206742 4.34  -0.05 A0V               
  8306 206749 5.49  1.59  M2IIIab           
  8307 206774 5.65  0.0   A0V               
  8308 206778 2.39  1.53  K2Ib              
  8309 206826 4.73  0.48  F6V               
  8310 206827 6.08  0.36  G2V               
  8311 206834 5.09  1.11  G8II-III          
  8312 206842 6.08  1.34  K1III             
  8313 206859 4.34  1.17  G5Ib              
  8314 206860 5.94  0.59  G0V               
  8315 206901 4.13  0.43  F5IV              
  8316 206936 4.08  2.35  M2-Ia             
  8317 206952 4.56  1.1   K1III             
  8318 207005 6.0   1.66  M3III             
  8319 207052 5.58  -0.01 A1V               
  8320 207088 6.4   1.0   G8III             
  8321 207089 5.29  1.41  "K0IbHdel 0.5"    
  8322 207098 2.87  0.29  Am                
  8323 207129 5.58  0.6   G0V               
  8324 207130 5.17  1.05  K0III             
  8325 207134 6.28  1.21  K3III:            
  8326 207155 5.01  0.04  A2V               
  8327 207198 5.95  0.31  O9Ib-II           
  8328 207203 5.64  0.0   A1V               
  8329 207218 6.54  0.28  G0:III+A4V        
  8330 207223 6.21  0.34  F3V               
  8331 207229 5.62  1.02  K0III             
  8332 207235 6.17  0.22  A7V               
  8333 207241 5.53  1.37  K2-3III           
  8334 207260 4.29  0.52  A2Ia              
  8335 207330 4.23  -0.12 B3III             
  8336 207446 6.47  ""    K5                
  8337 207503 6.31  0.22  A3m               
  8338 207516 6.12  -0.08 B8V               
  8339 207528 5.52  1.52  M1IIIb            
  8340 207552 6.38  1.42  K0                
  8341 207563 6.29  -0.1  B2V               
  8342 207636 6.29  ""    A0V               
  8343 207650 5.04  -0.03 "A1V s"           
  8344 207652 5.29  0.37  F2III-IV          
  8345 207673 6.48  0.42  A2Ib              
  8346 207760 6.16  0.36  F0III             
  8347 207780 6.17  1.67  M1II-III          
  8348 207840 5.77  -0.1  B8III             
  8349 207857 6.17  -0.08 B9pHgMn           
  8350 207932 6.89  ""    M4III             
  8351 207958 5.08  0.37  F1III             
  8352 207964 5.9   0.39  F1III             
  8353 207971 3.01  -0.12 B8III             
  8354 207978 5.53  0.42  "F6IV-V vw"       
  8355 208008 6.59  -0.12 B9V               
  8356 208057 5.08  -0.17 B3Ve              
  8357 208095 5.71  -0.13 B6IV-V            
  8358 208108 5.68  0.01  "A0V s"           
  8359 208110 6.15  0.8   "G0III s"         
  8360 208111 5.71  1.18  K2III             
  8361 208132 6.37  ""    A1m               
  8362 208149 6.19  0.21  Am                
  8363 208177 6.2   0.48  F5IV              
  8364 208202 6.39  0.97  K0III+F7V         
  8365 208285 6.41  0.93  G8III             
  8366 208321 5.46  0.08  A2Vn              
  8367 208435 6.18  0.33  F1III-IV          
  8368 208450 4.4   0.28  F0IV              
  8369 208496 6.12  0.46  F3V               
  8370 208500 6.41  0.22  A5IV-V            
  8371 208501 5.8   0.73  B8Ib              
  8372 208527 6.4   1.7   K5V               
  8373 208565 5.54  0.05  A2Vnn             
  8374 208606 6.13  1.6   G8Ib              
  8375 208682 5.86  -0.06 B2.5Ve            
  8376 208703 6.33  0.37  F5IV              
  8377 208727 6.42  -0.08 B8V               
  8378 208735 6.12  1.65  M4III             
  8379 208737 5.5   1.0   K0III             
  8380 208741 5.95  0.39  F3III             
  8381 208796 6.01  -0.1  B9IV-V            
  8382 208801 6.22  1.0   K2V               
  8383 208816 4.91  1.77  M2Iaep+B8Ve       
  8384 208947 6.43  -0.05 B2V               
  8385 209008 6.0   -0.12 B3III             
  8386 209014 5.42  -0.09 B8V               
  8387 209100 4.69  1.06  K4-5V             
  8388 209112 5.93  1.67  M3IIIab           
  8389 209124 6.59  0.03  A0III-IV          
  8390 209128 5.58  1.28  gK4               
  8391 209149 6.46  ""    F5III             
  8392 209166 5.6   0.34  F4III             
  8393 209167 5.65  1.44  gK5               
  8394 209240 6.28  1.01  gG7               
  8395 209258 6.35  1.56  K5                
  8396 209278 6.37  0.42  A2V+K0III         
  8397 209288 6.37  -0.1  B5IIIn            
  8398 209335 7.1   0.32  F0IIIn            
  8399 209339 6.66  0.06  B0IV              
  8400 209369 5.03  0.44  F5V               
  8401 209396 5.54  0.96  K0III             
  8402 209409 4.69  -0.06 B7IVe             
  8403 209419 5.78  -0.11 B5III             
  8404 209459 5.8   -0.07 B9.5V             
  8405 209476 6.47  1.63  K5III             
  8406 209481 5.56  0.06  O9Vn              
  8407 209515 5.6   -0.03 A0IV              
  8408 209522 5.96  -0.14 B4IVne            
  8409 209529 5.62  1.46  K4III             
  8410 209625 5.3   0.23  A5m               
  8411 209688 4.46  1.37  K3III             
  8412 209693 6.38  1.1   G5Ia              
  8413 209747 4.84  1.44  K4III             
  8414 209750 2.96  0.98  G2Ib              
  8415 209761 5.78  1.25  K2III             
  8416 209772 5.29  1.58  M5IIIab           
  8417 209790 4.29  0.34  A3/6Vm            
  8418 209819 4.27  -0.07 B9IV-V            
  8419 209833 5.7   -0.06 B9Vn              
  8420 209855 6.55  1.18  K2IIICNII         
  8421 209857 6.13  1.61  M4IIIab           
  8422 209932 6.44  -0.03 A0V               
  8423 209942 6.98  0.52  F6IV-V            
  8424 209945 5.14  1.57  K5III             
  8425 209952 1.74  -0.13 B7IV              
  8426 209960 5.27  1.41  K4III             
  8427 209961 6.27  -0.06 B2V               
  8428 209975 5.11  0.08  O9.5Ib            
  8429 209993 6.19  0.09  A3V               
  8430 210027 3.76  0.44  F5V               
  8431 210049 4.5   0.05  A2V               
  8432 210056 6.15  1.0   K0III             
  8433 210066 4.99  1.48  M1III             
  8434 210071 6.39  -0.1  A0III             
  8435 210074 5.75  ""    dF2               
  8436 210090 6.35  1.64  M1                
  8437 210111 6.37  0.2   A2III/IV          
  8438 210129 5.78  -0.1  B7Vne             
  8439 210191 5.81  -0.17 B2.5IV            
  8440 210204 6.43  1.39  K3III             
  8441 210210 6.11  0.27  F1IV              
  8442 210220 6.32  0.88  G6III             
  8443 210221 6.14  0.43  A3Ib              
  8444 210271 5.37  0.24  A5V               
  8445 210289 6.42  ""    K5III             
  8446 210300 6.44  0.15  A5V               
  8447 210302 4.92  0.48  F6V               
  8448 210334 6.11  0.72  G2IV+K0III        
  8449 210354 5.58  1.0   G8IIIb            
  8450 210418 3.53  0.08  A2Vp              
  8451 210419 6.27  -0.01 A1Vnn             
  8452 210424 5.46  -0.12 B7III             
  8453 210434 6.01  0.98  K0III-IV          
  8454 210459 4.29  0.46  F5III             
  8455 210460 6.18  0.69  G0V               
  8456 210461 6.33  1.08  K0III             
  8457 210464 6.09  0.5   F6V               
  8458 210502 5.78  1.58  M1III             
  8459 210516 6.46  0.12  A3III             
  8460 210594 6.32  0.18  A8IV              
  8461 210702 5.95  0.95  K1III             
  8462 210705 6.03  0.38  F2V               
  8463 210715 5.4   0.15  A5V               
  8464 210739 6.17  0.17  A3V               
  8465 210745 3.35  1.57  K1.5Ib            
  8466 210762 5.92  1.51  K0                
  8467 210763 6.39  0.5   F7V               
  8468 210807 4.79  0.92  G7II-III          
  8469 210839 5.04  0.25  O6I(n)fp          
  8470 210848 5.58  0.49  F6III-II          
  8471 210853 5.51  0.31  F3III             
  8472 210855 5.24  0.51  F8V               
  8473 210873 6.37  -0.06 B9pHgMn:          
  8474 210884 5.5   0.38  F2V               
  8475 210889 5.33  1.13  K2-III-IIIb       
  8476 210905 6.3   1.13  K0III             
  8477 210918 6.23  0.65  G5V               
  8478 210934 5.43  -0.16 B8III             
  8479 210939 5.35  1.17  K1III             
  8480 210960 5.32  0.8   K0III+F2V         
  8481 210967 5.1   1.47  M5III             
  8482 211006 5.89  1.15  K2III             
  8483 211029 5.79  1.67  M3IIIab           
  8484 211053 6.1   1.02  G8-K0III          
  8485 211073 4.49  1.39  K3III             
  8486 211088 4.79  0.8   G8III+G           
  8487 211096 5.53  0.04  A0III             
  8488 211202 5.1   0.92  G8III             
  8489 211211 5.71  0.0   A2Vnn             
  8490 211242 6.11  -0.08 B8Vn              
  8491 211287 6.21  0.02  A1Vn              
  8492 211291 6.15  1.11  K1II/III          
  8493 211300 6.08  1.01  K0II-III+A3V      
  8494 211336 4.19  0.28  F0IV              
  8495 211356 6.15  0.19  A5Vn              
  8496 211361 5.34  1.14  gK0               
  8497 211364 6.17  1.05  G5                
  8498 211388 4.13  1.46  K3-II-III         
  8499 211391 4.16  0.98  G8III-IV          
  8500 211392 5.79  1.16  gK3               
  8501 211415 5.37  0.6   G3V               
  8502 211416 2.86  1.39  K3III             
  8503 211432 6.37  0.99  G9III             
  8504 211434 5.75  0.88  G6III             
  8505 211539 5.77  1.02  K0III             
  8506 211554 5.88  0.93  G8III             
  8507 211575 6.39  0.44  F3V               
  8508 211676 5.95  1.06  gG7               
  8509 211726 6.34  1.37  K3-4III           
  8510 211797 6.17  0.28  A9IIIp            
  8511 211833 5.75  1.26  K3III             
  8512 211838 5.37  -0.06 B8IIIpMn:Hg:      
  8513 211924 5.37  -0.02 B5IV              
  8514 211976 6.17  0.44  F6V               
  8515 211998 5.29  0.65  A3V:+F9V          
  8516 212010 5.13  1.07  K2III             
  8517 212047 6.47  1.59  M4III             
  8518 212061 3.84  -0.05 A0V               
  8519 212071 6.42  ""    K2                
  8520 212076 5.01  -0.13 B2IV-Ve           
  8521 212087 6.62  2.01  S5,7e             
  8522 212097 4.81  0.0   B9III             
  8523 212120 4.57  -0.1  B6V               
  8524 212132 5.62  0.36  F3III-IV          
  8525 212150 6.66  0.0   A1Vn              
  8526 212168 6.04  0.64  G3V               
  8527 212211 5.78  0.38  F3III             
  8528 212222 6.41  -0.08 B5V               
  8529 212271 5.53  0.99  gG9               
  8530 212320 5.93  1.0   G6IIIBaII         
  8531 212330 5.32  0.67  G3IV              
  8532 212395 6.04  ""    F7V               
  8533 212404 5.78  -0.04 A0V               
  8534 212430 5.76  0.97  G6.5III           
  8535 212454 6.16  -0.13 B8III-IV          
  8536 212487 6.22  0.49  F5IV:             
  8537 212495 6.04  0.05  A1V               
  8538 212496 4.43  1.02  G8.5IIIbCa1       
  8539 212571 4.66  -0.03 B1Ve              
  8540 212581 4.48  -0.03 B9.5V             
  8541 212593 4.57  0.09  B9Iab             
  8542 212643 6.29  -0.03 A0V               
  8543 212670 6.26  1.22  K0                
  8544 212697 6.57  ""    G2V               
  8545 212698 6.35  0.61  G1V               
  8546 212710 5.27  -0.03 B9.5Vn            
  8547 212728 5.55  0.2   A4V               
  8548 212754 5.75  0.52  F7V               
  8549 212883 6.46  -0.13 B2V               
  8550 212937 6.76  -0.06 B9                
  8551 212943 4.79  1.05  K0III             
